,Hospital,Tel_hospital,Body,Status,SentDate,Fecha,Dia,Mes,Hora,Messages,Direction,Appointment_msp,Appointment,Cancellation_msp,Cancelled,consult,Consult_Appoint,fail_HH_sms,Fail_HH,achieve_HH,Got_HH,Cupo,Full_turnos_obra_social,No_Relation,No_Correlation,has_error,Error_Interno,has_error_501,Error_501,falla_api_externo,Falla_Api_Externo,alta_dni,not_DNI,issue_name,Issue_Name,ask_kunan,Ask_Kunan,many_fallbacks_goto_hh,Many_Fallbacks_Goto_HH,From_anon,To_anon
3524,CityBell,whatsapp:+5492215137770,Estoy buscando tus turnos...,read,2022-02-16 15:14:54+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,['estoy buscando tus turnos'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,1598
3525,CityBell,whatsapp:+5492215137770,XXXXXXXXXX,received,2022-02-16 15:14:54+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2999,1665
3526,Salud Consultorios,whatsapp:+5493515266230,73,received,2022-02-16 15:14:51+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3497,3360
3527,CityBell,whatsapp:+5492215137770,XXXXXXXX,received,2022-02-16 15:14:51+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1658,1665
3528,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *132*- CIRUGIA
 *134*- CARDIOLOGIA
 *142*- PEDIATRIA
 *143*- TRAUMATOLOGIA
 *145*- OBSTETRICIA
 *147*- GINECOLOGIA
 *148*- OTORRINOLARINGOLOGIA
 *149*- OFTALMOLOGIA
 *150*- CLINICA MEDICA
 *152*- NEUMONOLOGIA
 *153*- CIRUGÍA PEDIÁTRICA
 *154*- ONCOLOGIA
 *156*- UROLOGIA
 *157*- DERMATOLOGIA
 *158*- NEUROCIRUGIA
 *159*- NEUROLOGIA
 *160*- REUMATOLOGIA
 *162*- ENDOCRINOLOGÍA
 *168*- ALERGIA
 *172*- INFECTOLOGIA
 *173*- NUTRICION
 *196*- GASTROENTEROLOGIA
 *205*- CIRUGIA PLASTICA
 *231*- CARDIOLOGIA PEDIATRICA
 *246*- MASTOLOGIA
 *247*- NUTRICION INFANTIL
 *252*- TRAUMATOLOGIA INFANTIL
 *253*- DERMATOLOGIA PEDIATRICA
 *254*- OFTALMOLOGIA PEDIATRICA
 *255*- NEUROLOGÌA PEDIATRICA
 *300*- MAMOGRAFIA
 *301*- ECODOPPLER CARDIACO
 *302*- ECOGRAFIA GENERAL
 *303*- ECOGRAFIA MUSCULAR
 *304*- ECOGRAFIA PEDIATRICA
 *305*- RESONANCIA
 *0*- Empezar de nuevo.",read,2022-02-16 15:14:49+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2657
3529,CityBell,whatsapp:+5492215137770,Quedaron guardados tus datos.,read,2022-02-16 15:14:49+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2657
3530,CityBell,whatsapp:+5492215137770,Si,received,2022-02-16 15:14:48+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2731,1665
3531,CityBell,whatsapp:+5492215137770,"Necesito tu DNI, por favor.",read,2022-02-16 15:14:45+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2816
3532,CityBell,whatsapp:+5492215137770,Sacar turno,received,2022-02-16 15:14:44+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2897,1665
3533,CityBell,whatsapp:+5492215137770,"Necesito tu DNI, por favor.",read,2022-02-16 15:14:44+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,1598
3534,CityBell,whatsapp:+5492215137770,Consultar mis turnos,received,2022-02-16 15:14:43+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1658,1665
3535,CityBell,whatsapp:+5492215137770,"¡Muchas gracias! Tus datos son:  
  XXXXXXXXXXXXXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXXXXXXXXXXXX   Obra social: OSPE- OBRA SOCIAL DE PETROLEROS 
    Plan: PLAN UNICO 
▫️ Si querés confirmar escribí SI 
▫️ Si querés cancelar escribí NO 
▫️ Si querés cambiar un dato indicame cual",read,2022-02-16 15:14:37+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2657
3536,CityBell,whatsapp:+5492215137770,XXXXXXXXXX,received,2022-02-16 15:14:37+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2731,1665
3537,Salud Consultorios,whatsapp:+5493515266230,"*Escribe el número de la opción* que quieres elegir: 
 *1*- ● Turno: CARDIOLOGIA con Dr./Dra. RIVAS MIGUEL ANGEL el día 17/02/2022 a las 12:00 hrs en Tucumán 98 Esq.Bs.As., Villa Carlos Paz, .",read,2022-02-16 15:14:25+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3130
3538,Salud Consultorios,whatsapp:+5493515266230,"Hola, soy el asistente virtual de Salud Consultorios.  
 Podés acceder a este link para la autogestión de tus turnos web: http://turnero.saludconsultorios.com.ar/#!Turn/IndicatePatient  
Podés preguntarme información sobre Salud Consultorios, o podés realizar alguna de estas acciones:
 ▪️ Sacar turno
 ▪️ Cancelar turno
 ▪️ Consultar mis turnos
 ▪️ Ayuda
 *Escribí la acción* que querés realizar.",read,2022-02-16 15:14:20+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,522
3539,Salud Consultorios,whatsapp:+5493515266230,Quedó cancelado tu turno de DERMATOLOGIA con Dr./Dra. MIR MARIA SOLEDAD para el día 17/02/2022 a las 09:00 hrs.,read,2022-02-16 15:14:20+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,['cancelado tu turno de'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,522
3540,Salud Consultorios,whatsapp:+5493515266230,XXXXXXXX,received,2022-02-16 15:14:19+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3220,3360
3541,Salud Consultorios,whatsapp:+5493515266230,Si,received,2022-02-16 15:14:18+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,550,3360
3542,CityBell,whatsapp:+5492215137770,"Hola, soy el asistente virtual de Centro Medico de Diagnostico City Bell.  
   
Podés preguntarme información sobre Centro Medico de Diagnostico City Bell, o podés realizar alguna de estas acciones:
 ▪️ Sacar turno
 ▪️ Cancelar turno
 ▪️ Consultar mis turnos
 ▪️ Ayuda
 *Escribí la acción* que querés realizar.",read,2022-02-16 15:14:15+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,1598
3543,CityBell,whatsapp:+5492215137770,¡Adiós! ¡Hasta la próxima!,read,2022-02-16 15:14:15+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,1598
3544,CityBell,whatsapp:+5492215137770,Cual,received,2022-02-16 15:14:14+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1658,1665
3545,Salud Consultorios,whatsapp:+5493515266230,"Necesito tu DNI, por favor.",read,2022-02-16 15:14:12+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3130
3546,CityBell,whatsapp:+5492215137770,"Hola, soy el asistente virtual de Centro Medico de Diagnostico City Bell.  
   
Podés preguntarme información sobre Centro Medico de Diagnostico City Bell, o podés realizar alguna de estas acciones:
 ▪️ Sacar turno
 ▪️ Cancelar turno
 ▪️ Consultar mis turnos
 ▪️ Ayuda
 *Escribí la acción* que querés realizar.",read,2022-02-16 15:14:12+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2816
3547,Salud Consultorios,whatsapp:+5493515266230,Cancelar turni,received,2022-02-16 15:14:12+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3220,3360
3548,CityBell,whatsapp:+5492215137770," tu turno de DERMATOLOGIA ha sido confirmado para la fecha 09/03/2022 a las 16:00 hrs, en Calle 474 N583 entre 14a y 14b City Bell, con Dr./Dra. Bonicatto Victoria",read,2022-02-16 15:14:12+00:00,2022-02-16,16,2,15,1,outbound-api,[' ha sido confirmado'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2816
3549,CityBell,whatsapp:+5492215137770,Si,received,2022-02-16 15:14:09+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2897,1665
3550,Salud Consultorios,whatsapp:+5493515266230,¿Querés cancelar el turno de DERMATOLOGIA con Dr./Dra. MIR MARIA SOLEDAD para el día 17/02/2022 a las 09:00 hrs? Escribí si o no.,read,2022-02-16 15:14:09+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,522
3551,Salud Consultorios,whatsapp:+5493515266230,1,received,2022-02-16 15:14:08+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,550,3360
3552,Salud Consultorios,whatsapp:+5493515266230,"Hola, soy el asistente virtual de Salud Consultorios.  
 Podés acceder a este link para la autogestión de tus turnos web: http://turnero.saludconsultorios.com.ar/#!Turn/IndicatePatient  
Podés preguntarme información sobre Salud Consultorios, o podés realizar alguna de estas acciones:
 ▪️ Sacar turno
 ▪️ Cancelar turno
 ▪️ Consultar mis turnos
 ▪️ Ayuda
 *Escribí la acción* que querés realizar.",read,2022-02-16 15:14:01+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3130
3553,Salud Consultorios,whatsapp:+5493515266230,Hola buenas tardes,received,2022-02-16 15:14:00+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3220,3360
3554,CityBell,whatsapp:+5492215137770,Lo siento pero ese DNI no sería válido. Probá nuevamente.,read,2022-02-16 15:14:00+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2915
3555,CityBell,whatsapp:+5492215137770,"Necesito tu DNI, por favor.",read,2022-02-16 15:14:00+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,2915
3556,Salud Consultorios,whatsapp:+5493515266230, ▪ ART FED PAT    ▪ LA SEGUNDA ML    ▪ OSMATA    ▪ AMD,read,2022-02-16 15:13:59+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3557,Salud Consultorios,whatsapp:+5493515266230, ▪ MEDICINA LABORAL    ▪ ART LA SEGUNDA    ▪ REINTEGRO    ▪ RECETAS,read,2022-02-16 15:13:59+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3558,Salud Consultorios,whatsapp:+5493515266230, ▪ SIPSSA SAN.ALLE    ▪ OSSACRA    ▪ OSCE    ▪ TAXI VCP,read,2022-02-16 15:13:59+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3559,Salud Consultorios,whatsapp:+5493515266230, ▪ DASUTEN    ▪ AMICOS    ▪ ASSPE    ▪ APEX,read,2022-02-16 15:13:59+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3560,Salud Consultorios,whatsapp:+5493515266230, ▪ JERARQUICOS SALUD    ▪ COSEME    ▪ SANITAS SALUD    ▪ MEDICAL SALUD,read,2022-02-16 15:13:59+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3561,Salud Consultorios,whatsapp:+5493515266230, ▪ GEA SA    ▪ PARQUE SALUD    ▪ ART PREVENCION    ▪ FEDERADA SALUD,read,2022-02-16 15:13:59+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3562,Salud Consultorios,whatsapp:+5493515266230, ▪ OSPIT    ▪ SADAIC    ▪ PREVENCION SALUD    ▪ PROTECCION MEDICA,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3563,Salud Consultorios,whatsapp:+5493515266230, ▪ ASSPE    ▪ OSSDEB    ▪ OSMISS    ▪ OSCEARA,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3564,Salud Consultorios,whatsapp:+5493515266230, ▪ SIPSSA OSPOCE    ▪ SIPSSA PREPAGO    ▪ SWISS MEDICAL    ▪ OSPEC,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3565,Salud Consultorios,whatsapp:+5493515266230, ▪ OSPLYF    ▪ APM    ▪ OSCEP    ▪ SIPSSA OSIM,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3566,Salud Consultorios,whatsapp:+5493515266230, ▪ OSSOELSAC    ▪ OSSURRBAC    ▪ PARTICULAR    ▪ OSFATLYF,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3567,Salud Consultorios,whatsapp:+5493515266230, ▪ OSDEPYM    ▪ OSPECOR    ▪ OSPERHYRA    ▪ OSPES,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3568,Salud Consultorios,whatsapp:+5493515266230, ▪ O.S.C.C.P.T.A.C    ▪ OSPF    ▪ OSPEJTAP    ▪ OMINT,read,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3569,CityBell,whatsapp:+5492215137770,XXXXXXXX,received,2022-02-16 15:13:58+00:00,2022-02-16,16,2,15,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2999,1665
3570,Salud Consultorios,whatsapp:+5493515266230, ▪ PreSALUD    ▪ DASPU    ▪ GALENO    ▪ OSCEP,read,2022-02-16 15:13:57+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3571,Salud Consultorios,whatsapp:+5493515266230, ▪ OSFE    ▪ OSSSB    ▪ MEDIFE    ▪ NOBIS,read,2022-02-16 15:13:57+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
3572,Salud Consultorios,whatsapp:+5493515266230, ▪ OSPOCE    ▪ OSPEDYC    ▪ OSPAV    ▪ SPF,read,2022-02-16 15:13:57+00:00,2022-02-16,16,2,15,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3391
