,Hospital,Tel_hospital,Body,Status,SentDate,Fecha,Dia,Mes,Hora,Messages,Direction,Appointment_msp,Appointment,Cancellation_msp,Cancelled,consult,Consult_Appoint,fail_HH_sms,Fail_HH,achieve_HH,Got_HH,Cupo,Full_turnos_obra_social,No_Relation,No_Correlation,has_error,Error_Interno,has_error_501,Error_501,falla_api_externo,Falla_Api_Externo,alta_dni,not_DNI,issue_name,Issue_Name,ask_kunan,Ask_Kunan,many_fallbacks_goto_hh,Many_Fallbacks_Goto_HH,From_anon,To_anon
534,Salud Consultorios,whatsapp:+5493515266230,Buenas tardes necesito turno,received,2022-02-16 18:26:53+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3496,3360
535,Salud Consultorios,whatsapp:+5493515266230,"No, gracias",received,2022-02-16 18:26:14+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,160,3360
536,Carra,whatsapp:+5493515266217,"*Escribe el número de la opción* que quieres elegir: 
 *1*- 17/02/2022 a las 18:00 hrs
 *2*- 18/02/2022 a las 08:00 hrs
 *3*- 18/02/2022 a las 12:00 hrs
 *4*- 21/02/2022 a las 08:15 hrs
 *5*- Mostrar más fechas
 *6*- Volver atrás",read,2022-02-16 18:25:37+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
537,Carra,whatsapp:+5493515266217,13,received,2022-02-16 18:25:35+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
538,Carra,whatsapp:+5493515266217,"*Escribe el número de la opción* que quieres elegir: 
 *12*- Dr./Dra. Tarasco, Julio
 *13*- Dr./Dra. Ballarino, M.Laura
 *14*- Dr./Dra. Herrera, Hernán
 *15*- Dr./Dra. Vogliotti, Ignacio
 *117*- Dr./Dra. Rocchia, Fatima Lucía
 *0*- Volver atrás",read,2022-02-16 18:25:16+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
539,Carra,whatsapp:+5493515266217,128,received,2022-02-16 18:25:16+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
540,Carra,whatsapp:+5493515266217,"*Escribe el número de la opción* que quieres elegir: 
 *124*- ALIMENTACION Y NUTRICION
 *128*- CARDIOLOGIA
 *130*- CIRUGIA GENERAL Y LAPAROSCOPICA
 *132*- CLINICA MEDICA
 *133*- DERMATOLOGIA
 *134*- DIABETOLOGIA
 *135*- ECOGRAFIA
 *138*- GASTROENTEROLOGIA
 *139*- GINECOLOGIA
 *149*- NEUMONOLOGIA
 *151*- NEUROLOGIA
 *154*- OFTALMOLOGIA
 *156*- OTORRINOLARINGOLOGIA
 *157*- PEDIATRIA
 *159*- REUMATOLOGIA
 *163*- TRAUMATOLOGIA
 *164*- UROLOGIA
 *203*- CIRUGIA VASCULAR
 *204*- CIRUGIA CARDIOVASCULAR
 *205*- CARDIOLOGIA INFANTIL
 *206*- RADIOLOGIA
 *208*- TOMOGRAFIA
 *209*- ARRITMOLOGIA
 *210*- FONOAUDIOLOGIA
 *211*- HEMATOLOGIA
 *212*- HEMODINAMIA
 *213*- MAMOGRAFIA
 *214*- MEDICINA DEL DEPORTE
 *215*- MEDICINA LABORAL
 *219*- ODONTOLOGIA
 *220*- ONCOLOGIA
 *0*- Empezar de nuevo.",read,2022-02-16 18:25:04+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
541,Carra,whatsapp:+5493515266217,Quedaron guardados tus datos.,read,2022-02-16 18:25:04+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
542,Carra,whatsapp:+5493515266217,si,received,2022-02-16 18:25:03+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
543,Carra,whatsapp:+5493515266217,"¡Muchas gracias! Tus datos son:  
  XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXXXXXXXXXXXX   Obra social: OSPE 
    Plan: EXENTO 
▫️ Si querés confirmar escribí SI 
▫️ Si querés cancelar escribí NO 
▫️ Si querés cambiar un dato indicame cual",read,2022-02-16 18:24:54+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
544,Carra,whatsapp:+5493515266217,XXXXXXXXXX,received,2022-02-16 18:24:53+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
545,Carra,whatsapp:+5493515266217,Ya te encontrás registrado.,read,2022-02-16 18:24:43+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
546,Carra,whatsapp:+5493515266217,"Necesito tu número de teléfono, por favor. Con formato de código de país (549), característica y número. Por ejemplo: 5491234567890",read,2022-02-16 18:24:43+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
547,Carra,whatsapp:+5493515266217,XXXXXXXX,received,2022-02-16 18:24:41+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
548,Salud Consultorios,whatsapp:+5493515266230,"Hola, soy el asistente virtual de Salud Consultorios.  
 Podés acceder a este link para la autogestión de tus turnos web: http://turnero.saludconsultorios.com.ar/#!Turn/IndicatePatient  
Podés preguntarme información sobre Salud Consultorios, o podés realizar alguna de estas acciones:
 ▪️ Sacar turno
 ▪️ Cancelar turno
 ▪️ Consultar mis turnos
 ▪️ Ayuda
 *Escribí la acción* que querés realizar.",read,2022-02-16 18:24:39+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,4003
549,Salud Consultorios,whatsapp:+5493515266230,Si ud. tiene la obra social OSCEARA u OSPECOR por favor escriba “Quiero hablar con un operador” para realizar la correcta autorización,read,2022-02-16 18:24:38+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,4003
550,Salud Consultorios,whatsapp:+5493515266230," tu turno de PEDIATRIA ha sido confirmado para la fecha 21/03/2022 a las 20:00 hrs, en Tucumán 98 Esq.Bs.As., Villa Carlos Paz, con Dr./Dra. Costa Noelia Beatriz",read,2022-02-16 18:24:38+00:00,2022-02-16,16,2,18,1,outbound-api,[' ha sido confirmado'],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,4003
551,Salud Consultorios,whatsapp:+5493515266230,Si,received,2022-02-16 18:24:33+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4131,3360
552,Salud Consultorios,whatsapp:+5493515266230,"¡Muchas gracias! Tus datos son: 
  Sede: Tucumán 98 Esq.Bs.As., Villa Carlos Paz 
  Especialidad: PEDIATRIA 
  Doctor: Costa Noelia Beatriz 
  Fecha y hora: 21/03/2022 a las 20:00 hrs 
▫️ Si querés confirmar escribí SI 
▫️ Si querés cancelar escribí NO 
▫️ Si querés cambiar un dato indicame cual",read,2022-02-16 18:24:27+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,4003
553,Carra,whatsapp:+5493515266217,"Necesito tu DNI, por favor.",read,2022-02-16 18:24:27+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
554,Salud Consultorios,whatsapp:+5493515266230,1,received,2022-02-16 18:24:26+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4131,3360
555,Carra,whatsapp:+5493515266217,sacar turno,received,2022-02-16 18:24:26+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
556,Salud Consultorios,whatsapp:+5493515266230,Para turnos y consultas de *LABORATORIO* por llamada o Mensaje de Whatsapp: 3541568150,read,2022-02-16 18:24:20+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,695
557,Carra,whatsapp:+5493515266217,"Hola, soy el asistente virtual de Clinica Carra.  
   
Podés preguntarme información sobre Clinica Carra, o podés realizar alguna de estas acciones:
 ▪️ Sacar turno
 ▪️ Cancelar turno
 ▪️ Consultar mis turnos
 ▪️ Ayuda
 *Escribí la acción* que querés realizar.",read,2022-02-16 18:24:17+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3463,4700
558,Salud Consultorios,whatsapp:+5493515266230,Gracias por comunicarte con SALUD Consultorios,read,2022-02-16 18:24:17+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,695
559,Carra,whatsapp:+5493515266217,XXXX,received,2022-02-16 18:24:17+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4843,3359
560,Salud Consultorios,whatsapp:+5493515266230,"*Escribe el número de la opción* que quieres elegir: 
 *1*- 21/03/2022 a las 20:00 hrs
 *2*- 23/03/2022 a las 17:45 hrs
 *3*- 23/03/2022 a las 19:00 hrs
 *4*- 23/03/2022 a las 19:45 hrs
 *5*- Mostrar más fechas
 *6*- Volver atrás",read,2022-02-16 18:24:07+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,4003
561,Salud Consultorios,whatsapp:+5493515266230,19,received,2022-02-16 18:24:03+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4131,3360
562,Salud Consultorios,whatsapp:+5493515266230,"*Escribe el número de la opción* que quieres elegir: 
 *19*- Dr./Dra. COSTA, NOELIA BEATRIZ
 *32*- Dr./Dra. LEYRIA, ESTEBAN
 *46*- Dr./Dra. ROMANO, MARIANA
 *0*- Volver atrás",read,2022-02-16 18:23:52+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,4003
563,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *1*- 30/03/2022 a las 15:50 hrs
 *2*- 06/04/2022 a las 15:30 hrs
 *3*- 06/04/2022 a las 16:10 hrs
 *4*- Mostrar más fechas
 *5*- Volver atrás",delivered,2022-02-16 18:23:51+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,1449
564,Salud Consultorios,whatsapp:+5493515266230,144,received,2022-02-16 18:23:51+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,4131,3360
565,CityBell,whatsapp:+5492215137770,1712,received,2022-02-16 18:23:50+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1506,1665
566,Salud Consultorios,whatsapp:+5493515266230,Buenas tardes!,read,2022-02-16 18:23:42+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,695
567,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *1712*- Dr./Dra. COLLURA, MARIA HILDA
 *0*- Volver atrás",delivered,2022-02-16 18:23:42+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1725,1449
568,CityBell,whatsapp:+5492215137770,231,received,2022-02-16 18:23:41+00:00,2022-02-16,16,2,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,1506,1665
569,Salud Consultorios,whatsapp:+5493515266230,aguardo confirmacion para agendar,read,2022-02-16 18:23:22+00:00,2022-02-16,16,2,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3464,3434
